,id,slug,status,title,property_type,purchase_type,bedrooms,bathrooms,area,city,state,photo_url,lister,lat,lng,price,createdat,price_per_sq_ft,trends
342,20794,new-tiny-home-67cca016-8ce9-44e9-8532-1495a4673356,active,New Tiny home ,Tiny House,purchase,1.0,1.0,18.0, El Cajon ,California,http://res.cloudinary.com/tinyhouselistings/image/upload/ED5B2329-FAAA-4BA9-9790-6E52391378D5_frrj6c.jpg,121600,32.79,-116.97,22000.0,2020-03-07,1222.22,
343,20762,off-grid-tiny-house-for-sale,active,Off-Grid Tiny House For Sale.,Tiny House,purchase,1.0,1.0,272.0,Spring Grove,Pennsylvania,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2019-07-19_13-32-46_urafsc.jpg,121209,39.89,-76.86,75000.0,2020-03-03,275.74,
344,20755,off-grid-sustainable-smart-homes,active,Off Grid Sustainable Smart Homes,Container Home,purchase,1.0,2.0,320.0,Elwood,Utah,http://res.cloudinary.com/tinyhouselistings/image/upload/Apoca_Living_Sunset_gjv6q5.jpg,85440,41.73,-112.18,95000.0,2020-03-03,296.88,Eco
346,20739,craftsman-tiny-house-tiny_house-floating,active,Craftsman Tiny House,Tiny House,purchase,2.0,1.0,293.0,Torrington,Wyoming,http://res.cloudinary.com/tinyhouselistings/image/upload/_IMG_3208_wud2vh.jpg,104161,42.07,-104.18,75000.0,2020-03-01,255.97,
347,20737,spacious-tiny-house-tiny_house-stationary-purchase,active,Spacious Tiny House,Tiny House,purchase,1.0,1.0,200.0,PUEBLO WEST,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/20190604_095904_p10ubh.jpg,89464,38.31,-104.76,34500.0,2020-02-29,172.5,
348,20703,beautiful-new-23x8-tiny-house,active,"Beautiful, New 23x8 Tiny House",Tiny House,purchase,1.0,1.0,160.0,Penn Yan,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_7906_jqann2.jpg,120440,42.61,-77.09,46500.0,2020-02-26,290.62,
349,20666,elegant-tiny-house,active,Elegant Tiny House,Tiny House,purchase,1.0,1.0,168.0,Covington,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/198511B0-31A4-4432-96DC-3D524DE1B1C2_b9gsbb.jpg,104636,47.45,-122.18,97000.0,2020-02-21,577.38,
351,20645,beautiful-unique-house-bus,active,Beautiful Unique Tiny House on Wheels,Converted Bus,purchase,2.0,0.0,150.0,Port Townsend,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/UNADJUSTEDNONRAW_thumb_13d1_xhofi3.jpg,119465,48.1,-122.79,49000.0,2020-02-18,326.67,
352,20617,10-foot-ceiling-park-model-rv,active,10 Foot Ceiling Park Model RV,Converted Bus,purchase,1.0,1.0,399.0,Mansfield,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3914_xsniki.jpg,27311,32.556509,-97.146356,69900.0,2020-02-15,175.19,
354,20560,brand-new-off-grid-capable-gorgeous-tiny-house-on-wheels,active,Brand New Off-Grid Capable  Gorgeous Tiny House on Wheels,Tiny House On Wheels,purchase,1.0,1.0,200.0,Gilbert ,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/252F3280-6592-49B5-9189-7F1F00A9510B_urifuf.jpg,97092,33.34,-111.83,80000.0,2020-02-06,400.0,
355,20478,new-container-tiny-home-studio-or-office,active,New  container Tiny Home studio or Office. 15% Discount,Container Home,purchase,1.0,0.0,160.0,Valencia,California,http://res.cloudinary.com/tinyhouselistings/image/upload/125F2491-DFFF-4C6C-8298-1A120FEB6675_uouwsh.jpg,64175,34.42,-118.56,25075.0,2020-01-26,156.72,
356,20442,brand-new-tiny-home-for-sale-tiny_house,active,Brand new tiny home for sale ,Tiny House,purchase,1.0,1.0,234.23182711198427,Atlanta,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/9F3163CC-D0BE-4F2F-9AD8-00B45CD0435B_tcppox.jpg,95435,33.74,-84.41,40000.0,2020-01-23,170.77,
357,20424,quaint-cottage,active,Quaint Cottage,Tiny House,purchase,0.0,1.0,264.0,Duewest,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/Attachment-8_evln3y.jpg,77550,34.299456,-82.454842,41600.0,2020-01-21,157.58,
358,20418,traditional-mongolian-yurt-ger-other,active,Traditional Mongolian Yurt (ger),Yurt,purchase,1.0,0.0,285.0,Flagstaff,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/GerPhotos2019_02_vte4rz.jpg,20257,35.198161,-111.64627,7200.0,2020-01-20,25.26,
359,20416,the-arion-a-roof-top-deck-tiny-house,active,The ARION a Roof top deck tiny house,Tiny House,purchase,2.0,1.0,208.0,emmett,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/02-Exterior_View_gbymjo.jpg,20797,43.87,-116.5,88620.0,2020-01-20,426.06,
360,20404,spindrift-presents-joshua-tree-tiny-home,active,The Joshua Tree,Tiny House,purchase,2.0,1.0,231.0,Bend,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/77D9FF16-9302-4BB0-94DC-38943BF615DA_xrel1n.jpg,77485,44.06,-121.26,80000.0,2020-01-18,346.32,
361,20373,duramax-tiny-home-8-5-x-20-gable-roof-shell,active,Duramax Tiny Home 8.5' x 20' Gable Roof Shell,Tiny House On Wheels,model,1.0,0.0,169.0,Commerce,California,http://res.cloudinary.com/tinyhouselistings/image/upload/THbeautyshell3M2_copy_a62ldq.jpg,114099,34.01,-118.16,7599.0,2020-01-13,44.96,
362,20288,20ft-single-story-tiny-perfect-for-mother-in-laws-couples-singles-studio-adu-guest-home-etc,active,20ft Single Story Tiny Perfect for Mother in Laws/couples/singles/studio/ADU/guest home etc...,Tiny House,model,1.0,1.0,170.0,Anderson,California,http://res.cloudinary.com/tinyhouselistings/image/upload/8E91BD0B-6729-4813-9DA7-567512F79579_cx958h.jpg,21023,40.45,-122.3,26000.0,2020-01-01,152.94,
363,20274,affordable-tiny-house-reduced-price,active,Affordable Tiny House  - Reduced price!,Tiny House,purchase,1.0,1.0,195.0,Chattanooga,Tennessee,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0161_zfkzva.jpg,21957,35.03,-85.16,42800.0,2019-12-30,219.49,
364,20273,affordable-tiny-house-on-skids-reduced-price,active,Affordable Tiny House on  Skids -Reduced price!,Tiny House,purchase,1.0,1.0,260.0,Chattanooga,Tennessee,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0188_vpdpus.jpg,21957,35.03,-85.16,36500.0,2019-12-30,140.38,
365,20264,the-original-tiny-tailgater,active,The Original Tiny Tailgater ,Tiny House,purchase,0.0,1.0,154.0,Stillwater ,Oklahoma,http://res.cloudinary.com/tinyhouselistings/image/upload/82FAB3C0-64E9-45EB-86B0-FBE1C5572A1D_pxb57y.jpg,112605,36.12,-97.08,70000.0,2019-12-28,454.55,
366,20255,tiny-idahomes-limited-model-pricing-26-clear-creek,active,Limited model pricing 26' clear creek,Tiny House,model,2.0,1.0,200.0,emmett,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0855_x1zc5b.jpg,20797,43.87,-116.5,50000.0,2019-12-27,250.0,
367,20234,full-cedar-house-on-wheels-we-deliver,active,"Full Cedar House on Wheels (We Deliver, Ships Quick!)",Tiny House On Wheels,purchase,0.0,1.0,165.0,Bloomfield Hills,Michigan,http://res.cloudinary.com/tinyhouselistings/image/upload/House1_1_bfwb93.jpg,52983,42.6,-83.27,34550.0,2019-12-22,209.39,Treehouse
368,20187,quantum-house,active,QUANTUM HOUSE on Wheels or Foundation.  (We Deliver!),Tiny House On Wheels,purchase,2.0,1.0,240.0,Clearlake Oaks,California,http://res.cloudinary.com/tinyhouselistings/image/upload/Establish_bw2bzh.jpg,110139,39.0263,-122.6719,116000.0,2019-12-12,483.33,
369,20171,brand-new-tiny-house-meadowview-model,active,Brand New Tiny House - Meadowview Model,Tiny House,purchase,1.0,1.0,250.0,Brick,New Jersey,http://res.cloudinary.com/tinyhouselistings/image/upload/5C4C1B11-5416-4FF2-853F-AD30EBE228FD_ptithv.jpg,109004,40.1,-74.14,62500.0,2019-12-10,250.0,
370,20168,16-tiny-house-for-sale-tiny_house_trailer,active,16' Tiny House on Wheels For Sale! ,Tiny House On Wheels,purchase,1.0,0.0,160.0,North Bergen,New Jersey,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1699_vemqvv.jpg,101179,40.77,-74.04,20000.0,2019-12-10,125.0,
371,20149,beautiful-tiny-home-on-wheels-other,active,Beautiful Tiny Home on wheels,Converted Bus,purchase,1.0,1.0,100.0,Benicia ,California,http://res.cloudinary.com/tinyhouselistings/image/upload/AB5388D2-FFA1-4812-BA28-0ACB6DC16545_jax0vk.jpg,108753,38.05,-122.16,28500.0,2019-12-05,285.0,
372,20098,custom-built-portable-tiny-house,active,Custom Built Portable Tiny House,Tiny House On Wheels,purchase,1.0,1.0,128.0,Lincoln,Nebraska,http://res.cloudinary.com/tinyhouselistings/image/upload/Kitchen_n1xnj7.jpg,108860,40.8,-96.7,24500.0,2019-11-24,191.41,
373,20087,clear-creek-model-beautiful-cozy-elegant,active,"Clear Creek Model-Beautiful, Cozy, Elegant",Tiny House,purchase,1.0,1.0,200.0,Emmett ,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC_1641_wenhxm.jpg,20797,43.87,-116.5,59500.0,2019-11-21,297.5,
374,20062,cascade-mpdel,active,Cascade Model,Tiny House,model,1.0,1.0,210.0,Emmett,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_8486_002_c48vao.jpg,20797,43.87,-116.5,45599.0,2019-11-18,217.14,
378,19974,the-hoosic-a-cozy-lofted-tiny-house-on-wheels-we-deliver,active,"The Hoosic: a Cozy, Lofted Tiny House on Wheels (We Deliver!)",Tiny House On Wheels,model,0.0,1.0,170.0,Adams,Massachusetts,http://res.cloudinary.com/tinyhouselistings/image/upload/TanHoosicExt5_vds6zu.jpg,25138,42.62,-73.12,62000.0,2019-11-01,364.71,
379,19930,farm-house-tiny,active,Farm house Tiny ,Tiny House,purchase,2.0,1.0,200.0,Manchester,New Hampshire,http://res.cloudinary.com/tinyhouselistings/image/upload/DSCF0430_dh5kdi.jpg,106689,42.99,-71.47,59000.0,2019-10-29,295.0,Farmhouse
380,19847,hobbit-house,active,Hobbit house,Tiny House,purchase,0.0,0.0,88.0,Buena Vista ,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/5412E45B-1C1A-43BE-9EAF-6C7DD7B46495_ufgskb.jpg,99518,38.84,-106.13,75000.0,2019-10-19,852.27,
382,19845,9-x-30-mobile-tiny-house-cedar-caravan-master-bedroom-and-full-kitchen-appliances-and-washer-dryer,active,9 x 30 Mobile Tiny House Cedar Caravan,Tiny House On Wheels,purchase,2.0,1.0,372.0,denver,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3120_jsuncc.jpg,22672,39.63,-105.09,59450.0,2019-10-18,159.81,Treehouse
383,19844,300-sq-ft-mobile-tiny-house-modern-caravan-dual-loft-and-full-kitchen-and-bath-tub,active,300 sq ft Mobile Tiny House Modern Caravan,Tiny House On Wheels,purchase,2.0,1.0,362.0,Del Mar,California,http://res.cloudinary.com/tinyhouselistings/image/upload/TinyHouseCottagesbyLilli774A4000_vj8ugv.jpg,22672,32.98,-117.26,64450.0,2019-10-18,178.04,Modern
384,19843,9-x-22-classic-bungalow-single-loft-262-sq-ft-tiny-house-home-ideal-for-air-bnb-tiny_house,active,9 x 22 Classic bungalow single  loft 262 sq ft Tiny House,Tiny House,purchase,1.0,1.0,198.0,San Diego,California,http://res.cloudinary.com/tinyhouselistings/image/upload/best_xgf3u5.jpg,22672,32.98,-117.09,30450.0,2019-10-18,153.79,
385,19842,10-x-30-mobile-tiny-house-metro-retro-dual-oft-and-full-kitchen-and-bath-tub-tiny_house,active,10 x 30 Mobile Tiny House Metro Retro,Tiny House On Wheels,purchase,2.0,1.0,372.0,san fransisco,California,http://res.cloudinary.com/tinyhouselistings/image/upload/Tiny_Home_-_44_nmcnv3.jpg,22672,37.79,-122.4,69450.0,2019-10-18,186.69,
386,19840,9-x-22-mobile-tiny-house-bungalow-w-loft-and-full-kitchen-and-appliances,active,9 x 22 Mobile Tiny House Bungalow,Tiny House On Wheels,purchase,1.0,1.0,200.0,los angeles,California,http://res.cloudinary.com/tinyhouselistings/image/upload/041_y5gxh3.jpg,22672,34.0544,-118.2439,34450.0,2019-10-18,172.25,
387,19837,custom-tiny-houses-professionally-built-w-kitchen-bath-loft-hardwood-floors-5-different-sizes-built-from-25k,active,Custom Tiny Houses Professionally Built ,Tiny House,model,3.0,2.0,400.0,san diego,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3120_flp2sq.jpg,53303,33.16,-117.35,62000.0,2019-10-18,155.0,
388,19836,9-x-28-country-cottage-w-loft-378-sq-ft-tiny-house-home-ideal-for-air-bnb-or-rental-unit,active,9 x 28 Country cottage w/  loft 378 sq ft ,Tiny House,purchase,2.0,1.0,262.0,denver,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/craig_pic_9_x_28_fj6jp6.jpg,53303,39.68,-104.84,49450.0,2019-10-18,188.74,
389,19835,9-x-22-custom-tiny-house-professionally-built-w-kitchen-bath-loft-hardwood-floors-tiny_house,active,9x22 Custom Tiny House Professionally Built w/ Kitchen Bath Loft Hardwood Floors,Tiny House,purchase,1.0,1.0,198.0,san fransisco,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0363_wevecs.jpg,53303,37.699581,-122.44532,35450.0,2019-10-18,179.04,
390,19817,carpathian-model-with-3-slide-outs,active,Carpathian Model with 3 Slide Outs,Tiny House,model,2.0,1.0,350.0,Emmett,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC_4291_dvdltv.jpg,20797,43.87,-116.5,74495.0,2019-10-16,212.84,
391,19816,2019-clear-creek,active,Clear Creek with a Slide Out,Tiny House,purchase,2.0,1.0,250.0,Emmett,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC_2816_ciiy41.jpg,20797,43.87,-116.5,72500.0,2019-10-16,290.0,
392,19765,malibu-spirit-tiny_house,active,Malibu Spirit,Tiny House,purchase,1.0,1.0,230.0,malibu,California,http://res.cloudinary.com/tinyhouselistings/image/upload/aa5c8532-5d7f-4630-91c7-34d506c2e568_fhgni5.jpg,44765,34.02,-118.83,85000.0,2019-10-11,369.57,
393,19616,la-tiny-house,active,LA Tiny House,Tiny House,purchase,0.0,1.0,110.0,Altadena,California,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny_house_s3yzeh.jpg,63493,34.15,-118.14,15250.0,2019-09-24,138.64,
394,19510,dogwood-tiny-house,active,Dogwood Tiny House,Tiny House,purchase,1.0,1.0,180.0,Marshall,North Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/Dogwood_Tiny_House_hfl3oz.jpg,101005,35.89,-82.82,72000.0,2019-09-12,400.0,
395,19443,26-ft-thow-for-immediate-purchase,active,26 Ft. THOW for Immediate Purchase,Tiny House,model,2.0,1.0,208.0,Plymouth,Michigan,http://res.cloudinary.com/tinyhouselistings/image/upload/Terri_-_V2_-_Front_Elevation_tm17tq.jpg,62028,42.37,-83.47,75000.0,2019-09-04,360.58,
396,19384,gypsy-wagon-truck-camper,active,Gypsy Wagon truck Camper,Rv,purchase,1.0,1.0,72.0,Washington,Missouri,http://res.cloudinary.com/tinyhouselistings/image/upload/65870370_10157474091344797_122337552106520576_n_dptarw.jpg,99080,38.54,-91.01,4000.0,2019-08-28,55.56,Gypsy-Wagon
397,19348,the-big-texas-34-tiny-home-with-2-ground-floor-bedrooms,active,The Big Texas - 34' Tiny Home with 2 Ground Floor Bedrooms - ADDED FEATURES!,Tiny House,purchase,2.0,1.0,276.0,Conroe,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/Big_Texas-028_ykhu8n.jpg,24588,30.21,-95.46,45900.0,2019-08-25,166.3,
403,19252,big-red-tiny_house-mobile,active,"""Big"" red",Tiny House On Wheels,purchase,0.0,1.0,150.0,Cleveland,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_6761_pslsox.jpg,89298,30.34,-95.09,29999.0,2019-08-16,199.99,
404,19222,gypsy-moon-caravan-tiny_house-mobile,active,Gypsy  Moon  Caravan ,Tiny House On Wheels,purchase,2.0,1.0,160.0,Twain,California,http://res.cloudinary.com/tinyhouselistings/image/upload/20190816_200442_ddxrgy.jpg,48764,40.046206,-121.151817,29500.0,2019-08-13,184.38,
405,19213,gooseneck-tiny-home-trailer,active,Gooseneck Tiny Home Trailer,Converted Bus,purchase,0.0,0.0,248.0,Lebanon ,Connecticut,http://res.cloudinary.com/tinyhouselistings/image/upload/2FAAABFF-A18F-49F5-BC37-B1B489FDE3E1_ltvzr5.jpg,96555,41.62,-72.19,8000.0,2019-08-12,32.26,
410,18968,tiny-cabin-cabin-stationary,active,Tiny Cabin,Cabin,purchase,1.0,1.0,336.0,Vanceburg,Kentucky,http://res.cloudinary.com/tinyhouselistings/image/upload/664682E3-6C64-4D73-9DE7-9BD3473F16D3_a1ssto.jpg,93141,38.6,-83.34,45000.0,2019-07-18,133.93,
411,18964,2018-fleetwood-park-model-in-women-s-park-with-water-view,active,2018 Fleetwood Park Model in Women’s Park with water view,Tiny House,purchase,1.0,1.0,260.0,Sequim,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/37224CD3-C4C8-4371-9388-867FC0D2EAB4_tqcuar.jpg,93059,48.0849,-123.1097,142000.0,2019-07-18,546.15,
412,18897,the-grand-junction,active,The Grand Junction,Tiny House,purchase,0.0,0.0,160.0,Alpharetta,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0129_cegss9.jpg,92128,34.09,-84.27,29500.0,2019-07-10,184.38,
413,18882,walt-the-tiny-house,active,Walt the Tiny House,Tiny House,purchase,0.0,1.0,176.0,Auburn,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/70471FE8-309D-49E7-80E0-33F6567AE5A7_rrvarh.jpg,91922,32.6099,-85.4808,15000.0,2019-07-08,85.23,
415,18755,16-rocky-mountain-boulder-tiny-house,active,16’ Rocky Mountain Boulder Tiny House,Tiny House On Wheels,purchase,1.0,1.0,128.0,Willoughby Hills,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/7F45C4DA-439F-434C-B0E2-3B74101CDDFC_gbqrb5.jpg,90208,41.63,-81.43,20000.0,2019-06-24,156.25,
416,18739,new-modern-concept-thow-microhouse-studio,active,"New modern concept THOW, Microhouse, Studio",Tiny House,purchase,0.0,1.0,101.0,Broomfield,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/00808_5H4wEALWXia_600x450_hxghel.jpg,78705,39.89,-105.07,24450.0,2019-06-22,242.08,Modern
418,18679,your-starter-home,active,Your Starter Home!,Tiny House,purchase,0.0,0.0,185.0,Yakima,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/Coffee_shop_1_vowlk7.jpg,89253,46.6,-120.5,17000.0,2019-06-16,91.89,
419,18639,28-ft-of-tiny-home-living-tiny_house,active,28 Ft. of Tiny Home Living,Tiny House On Wheels,purchase,2.0,1.0,330.0,North Plains,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20171116_122816_2_yhifpp.jpg,34688,45.62,-123.0,50000.0,2019-06-11,151.52,
420,18604,beautiful-12x36-deluxe-cabin,active,Beautiful 12x36 deluxe cabin!,Cabin,purchase,0.0,1.0,432.0,Mulhall,Oklahoma,http://res.cloudinary.com/tinyhouselistings/image/upload/61824050_10158828576084578_6881417084350234624_n_bf1dhw.jpg,88322,36.04,-97.35,50000.0,2019-06-07,115.74,
421,18466,gypsy-moon-caravan-tiny_house,active,Gypsy  Moon Caravan,Tiny House,model,1.0,1.0,136.0,Twain,California,http://res.cloudinary.com/tinyhouselistings/image/upload/20190704_113852_o4sdk2.jpg,48764,40.046206,-121.151817,25000.0,2019-05-26,183.82,
422,18457,tiny-idahomes-k2,active,K2,Tiny House,purchase,3.0,1.0,200.0,Caldwell,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC_2980_bgxatx.jpg,20797,43.653287,-116.686546,70125.0,2019-05-24,350.62,
423,18402,small-cottage-city-living,active,Small Cottage City Living,Tiny House,purchase,2.0,1.0,672.0,Schenectady,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/201916604-1_d3d8os.jpg,85999,42.771822,-73.888353,149500.0,2019-05-19,222.47,Urban
424,18121,meet-liberty-live-the-dream-a-fire-resistant-home,active,"""LIBERTY"" A Fire Proof European Styled Tiny home!",Tiny House,purchase,1.0,1.0,153.0,Pagosa Springs,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20180930_090156_dkv1td.jpg,82173,37.26,-107.08,55500.0,2019-04-19,362.75,Boho
425,18106,tiny-house-on-wheals-smart-home-tech-with-artistic-touch,active,Tiny house on wheals: Smart home tech with artistic touch,Tiny House,purchase,0.0,1.0,199.0,Golden ,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/53D21F28-302B-4451-B873-F0BA9338CC67_v09gie.jpg,60888,40.159693,-105.132624,79000.0,2019-04-17,396.98,
426,18059,beautiful-blue-tiny-home-shell-for-sale,active,Customizable Blue Tiny Home Shell For Sale,Tiny House On Wheels,purchase,0.0,0.0,240.0,Saint Louis,Missouri,http://res.cloudinary.com/tinyhouselistings/image/upload/9C8D3A05-D2EF-4D52-A14B-4173F33A2520_mdx4yb.jpg,81303,38.66,-90.3,18000.0,2019-04-11,75.0,
427,17972,south-beach-contemporary-container-tiny-home-or-office,active,South Beach Contemporary Container Tiny Home or Office,Tiny House,model,2.0,1.0,340.0,Mobile,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/Exterior_Container_all_White_Example_ryjoby.jpg,72492,30.68,-88.22,69000.0,2019-04-03,202.94,
428,17930,duramax-gable-top-insulated-building-cabin-tiny-house,active,"Duramax Gable Top Insulated Building/Cabin/tiny house 19ft. W x 10ft, D",Cabin,purchase,1.0,0.0,190.0,Commerce,California,http://res.cloudinary.com/tinyhouselistings/image/upload/gableroofbeauty3ext_bm5rey.jpg,79632,34.006267,-118.154654,4900.0,2019-03-30,25.79,
